ImageId,EncodedPixels
1747f62148a919c8feb6d607faeebdf504b5e2ad42b6b1710b1189c37ebcdb2c,188411 5 188922 6 189432 8 189943 9 190454 11 190965 12 191477 12 191989 12 192500 13 193012 13 193523 14 194035 14 194547 14 195059 14 195571 14 196083 14 196595 14 197108 13 197620 13 198132 13 198645 12 199157 12 199670 10 200183 9 200696 8 201209 7 201722 5 202235 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,196100 4 196611 5 197123 6 197636 4 198150 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,2054 2 2566 3 3077 5 3589 5 4101 5 4613 4 5126 3 5638 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,7686 2 8198 3 8709 5 9221 6 9733 6 10245 7 10758 6 11270 6 11782 7 12294 7 12807 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,18950 2 19462 2 19973 4 20485 4 20997 4 21510 2 22022 2 22534 2 23046 2 23558 2 24070 2 24582 2 25094 2 25606 2 26118 2 26630 2 27142 2 27654 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,28678 1 29190 2 29702 2 30213 4 30725 4 31237 4 31749 4 32261 3 32774 2 33286 2 33798 1 34310 2 34822 2 35334 2 35846 2 36358 2 36870 2 37382 2 37894 2 38406 2 38918 2 39430 2 39941 4 40453 4 40965 5 41477 5 41989 6 42501 6 43014 4 43526 4 44038 4
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,167977 3 168486 7 168995 11 169486 33 169998 33 170510 34 171022 34 171534 34 172046 34 172558 34 173072 6 173087 17 173601 15 174114 14 174627 13 175139 13 175652 12 176164 12 176676 12 177188 12 177700 11 178212 11 178723 12 179235 12 179746 13 180258 13 180769 14 181280 14 181791 15 182302 16 182812 18 183323 18 183835 18 184347 18 184858 19 185370 19 185882 19 186394 18 186906 18 187418 17 187929 17 188441 16 188953 15 189466 14 189978 12 190490 11 191003 9 191516 5
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,131123 1 131633 7 132145 7 132658 6 133170 6 133682 6 134194 5 134707 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,157747 5 158258 6 158770 7 159282 7 159794 7 160306 6 160818 6 161330 6 161842 6 162354 6 162866 5 163379 4 163892 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,3638 2 4150 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,129147 9 129658 11 130168 14 130679 15 131190 16 131701 18 132213 17 132725 16 133236 17 133748 17 134260 16 134771 17 135284 15 135796 14 136308 13 136820 12 137332 11 137844 10 138335 1 138355 10 138846 7 138866 10 139358 16 139376 11 139870 27 140382 26 140894 25 141406 24 141918 23 142430 23 142942 22 143453 20 143965 18 144476 18 144986 19 145497 20 146007 21 146518 20 147029 20 147539 21 148050 21 148562 19 149073 18 149584 16 150094 17 150605 17 151116 17 151626 18 152134 21 152645 20 153156 20 153667 20 154180 18 154692 15 155205 10 155718 7 156232 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,112297 3 112805 9 113312 15 113820 19 114330 22 114840 24 115351 25 115862 25 116374 22 116885 21 117396 19 117899 1 117905 21 118410 27 118921 26 119433 20 119944 17 120456 15 120968 13 121481 9 121994 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,83178 3 83690 3 84201 4 84711 6 85221 8 85730 10 86240 8 86750 9 87259 11 87769 13 88280 13 88791 14 89302 15 89813 15 90324 16 90835 17 91346 18 91857 19 92368 19 92879 20 93390 21 93901 21 94412 21 94922 23 95432 24 95942 25 96453 25 96964 25 97475 26 97987 25 98498 25 99010 24 99521 24 100031 25 100542 24 101052 24 101563 24 102074 24 102585 23 103097 21 103608 21 104119 21 104630 22 105141 22 105653 20 106164 20 106675 19 107186 20 107698 19 108210 18 108722 16 109235 14 109747 12 110259 10 110773 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,73473 3 73979 9 74490 11 75002 11 75514 11 76026 11 76538 11 77049 12 77561 12 78074 10 78586 10 79098 9 79610 9 80122 8 80634 7 81147 5
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,65286 3 65796 8 66307 10 66819 11 67331 12 67843 12 68355 12 68868 11 69380 11 69892 10 70404 9 70917 7 71430 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,31533 2 32043 4 32554 6 33065 7 33576 8 34087 9 34598 10 35108 11 35619 12 36130 13 36641 14 37152 14 37663 15 38175 14 38686 15 39197 16 39708 16 40220 16 40732 15 41243 15 41755 15 42267 14 42779 14 43291 13 43802 14 44314 14 44826 13 45338 12 45850 11 46361 11 46873 10 47385 9 47896 9 48406 11 48917 11 49427 13 49938 14 50449 14 50960 15 51472 15 51984 14 52495 15 53006 16 53520 13 54033 11 54546 10 55060 7 55574 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,326994 7 327504 11 328015 17 328526 19 329037 20 329547 23 330058 24 330569 25 331080 27 331591 28 332102 30 332613 31 333124 32 333636 33 334147 34 334658 36 335169 38 335680 40 336192 41 336703 42 337214 43 337725 44 338237 45 338748 47 339259 47 339771 47 340282 41 340324 5 340794 40 340838 2 341305 34 341341 3 341817 34 342329 33 342840 34 343352 34 343864 33 344376 34 344888 36 345400 37 345912 38 346424 39 346936 41 347451 11 347466 1 347473 11
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,298846 2 299358 4 299869 6 300381 7 300892 10 301403 13 301914 16 302426 17 302937 21 303449 22 303961 22 304472 23 304984 23 305495 24 306007 24 306519 23 307030 22 307542 21 308054 20 308566 19 309078 18 309590 16 310102 16 310614 15 311127 14 311639 13 312151 13 312664 12 313177 11 313690 10 314202 9 314715 8 315227 8 315740 8 316253 7 316765 7 317277 7 317790 5 318302 5 318815 3 319327 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,17250 2 17762 4
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,255867 4 256374 10 256885 11 257396 12 257907 13 258418 14 258929 14 259440 15 259951 16 260462 16 260974 16 261486 15 261997 15 262509 14 263021 14 263533 13 264044 13 264556 13 265068 13 265579 14 266091 14 266602 15 267114 15 267626 15 268137 16 268649 15 269161 15 269673 14 270185 13 270696 14 271208 13 271720 13 272231 14 272743 13 273255 13 273766 14 274278 13 274790 13 275301 14 275813 14 276325 13 276837 13 277349 13 277861 13 278372 14 278884 14 279396 13 279908 13 280420 12 280932 12 281444 12 281956 12 282468 12 282979 13 283491 13 284003 13 284514 14 285026 14 285538 14 286050 14 286562 14 287074 14 287586 14 288098 14 288610 13 289122 13 289634 13 290146 12 290658 12 291170 11 291683 10 292196 9 292709 7
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,322403 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,214406 2 214917 5 215428 7 215939 9 216450 10 216961 11 217472 12 217983 12 218495 12 219006 13 219518 12 220030 12 220541 12 221053 12 221565 11 222076 12 222588 12 223100 12 223612 12 224123 13 224635 13 225147 13 225659 12 226171 12 226683 12 227195 11 227707 11 228219 10 228731 9 229243 9 229755 8 230267 7 230779 7 231291 6 231803 6 232315 5 232826 6 233338 5 233850 5 234361 6 234873 5 235385 5 235897 4 236409 4 236921 3 237433 3 237945 3 238457 3 238969 3 239481 3 239993 4 240505 4 241017 4 241529 4 242041 4 242553 4 243066 2 243578 2 244090 2 244602 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,248702 2 249214 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,136186 2 136696 6 137206 9 137717 10 138229 10 138739 12 139250 14 139761 15 140272 16 140784 16 141295 17 141807 16 142318 17 142830 17 143342 16 143853 17 144365 17 144877 17 145388 18 145900 18 146412 17 146923 18 147434 19 147945 20 148457 19 148968 20 149480 21 149991 22 150497 28 151007 30 151518 31 152029 32 152540 33 153051 33 153562 13 153576 20 154073 14 154088 20 154585 35 155096 36 155608 36 156119 37 156630 38 157142 23 157175 5 157654 20 157689 3 158166 19 158202 1 158678 18 159189 19 159701 17 160213 16 160724 16 161235 16 161746 17 162257 17 162768 18 163278 19 163786 22 164295 25 164806 25 165317 25 165827 25 166337 27 166846 29 167357 29 167868 30 168379 30 168891 29 169402 29 169913 29 170425 28 170936 28 171447 28 171959 28 172470 28 172981 29 173493 28 174004 29 174516 28 175027 29 175538 29 176049 29 176560 27 177071 27 177582 26 178093 25 178604 26 179116 25 179627 26 180138 26 180649 26 181160 26 181672 24 182183 24 182694 24 183205 24 183717 24 184228 24 184740 23 185251 24 185763 23 186275 23 186786 23 187298 23 187810 22 188322 21 188833 22 189345 21 189857 20 190369 19 190881 18 191393 18 191905 17 192416 18 192928 17 193440 17 193952 16 194464 16 194976 16 195488 15 195999 14 196511 11 197023 10 197535 9 198047 9 198558 9 199070 9 199574 4 199580 10 200084 18 200595 18 201106 18 201618 16 202129 16 202639 17 203151 16 203662 14 204173 14 204684 15 205194 16 205704 18 206215 18 206727 17 207238 18 207750 17 208262 15 208774 12 209286 11 209798 10 210310 8 210823 6 211335 5
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,318958 4 319470 6 319981 9 320493 9 321005 8 321516 8 322028 7 322539 7 323049 9 323561 8 324072 9 324584 8 325096 8 325583 1 325607 9 326094 2 326117 11 326604 4 326627 14 327111 9 327138 15 327622 10 327649 16 328134 11 328161 16 328646 12 328671 17 329158 16 329180 20 329670 41 330182 41 330694 41 331205 42 331717 42 332229 43 332741 43 333253 43 333765 43 334276 45 334788 45 335300 46 335354 2 335811 48 335864 4 336321 59 336834 59 337346 59 337858 59 338370 59 338882 60 339393 60 339905 33 339940 25 340416 27 340455 22 340927 26 340968 20 341438 26 341481 18 341951 24 341994 18 342463 21 342506 18 342975 17 343018 18 343487 15 343530 18 344000 12 344042 19 344512 11 344555 18 345024 11 345067 18 345536 11 345579 18 346049 10 346091 17 346561 9 346604 16 347074 8 347116 16 347590 2 347629 11
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,160250 1 160760 4 161270 6 161781 7 162293 7 162805 7 163317 7 163829 7 164341 7 164853 7 165365 7 165877 7 166389 7 166901 7 167413 7 167926 5
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,292341 3 292853 3 293365 2
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,25841 9 25862 12 26349 40 26859 44 27369 47 27876 54 28383 64 28893 68 29404 70 29915 72 30426 75 30935 82 31446 86 31957 89 32468 91 32979 94 33489 99 33999 102 34510 104 35021 105 35532 107 36043 110 36554 112 37065 114 37577 115 38088 118 38600 122 39111 125 39622 128 40134 129 40645 131 41157 132 41669 133 42180 135 42692 136 43203 137 43714 138 44225 139 44737 140 45249 140 45760 141 46272 141 46783 142 47295 142 47806 143 48318 143 48830 143 49342 143 49854 143 50366 33 50403 105 50878 32 50916 104 51390 32 51428 103 51902 32 51940 103 52413 33 52452 102 52926 32 52964 102 53438 32 53475 102 53950 32 53986 103 54462 33 54496 105 54974 138 55486 138 55998 138 56510 138 57022 138 57534 138 58047 137 58559 137 59072 136 59584 135 60096 135 60609 134 61121 133 61633 133 62145 132 62657 132 63169 131 63681 130 64193 129 64706 127 65218 126 65731 126 66244 125 66757 124 67269 125 67782 124 68295 124 68808 123 69321 122 69833 123 70346 122 70858 121 71370 121 71883 119 72396 117 72908 117 73420 117 73932 116 74445 115 74957 114 75469 113 75981 113 76493 112 77005 112 77518 111 78030 110 78542 110 79054 109 79567 108 80079 107 80592 106 81104 105 81617 104 82130 103 82642 103 83155 101 83667 101 84180 100 84692 99 85204 98 85717 97 86229 96 86742 95 87255 93 87769 90 88282 89 88799 83 89315 78 89828 76 90340 76 90853 74 91366 72 91878 71 92391 68 92904 66 93417 65 93930 63 94443 61 94958 56 95472 52 95985 50 96498 48 97012 44 97527 38 98042 32 98556 29 99069 16 99094 2 99585 8
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,148303 2 148808 18 149318 25 149829 27 150340 29 150851 32 151362 38 151417 12 151873 42 151925 21 152385 76 152896 79 153407 81 153918 84 154430 85 154941 87 155453 88 155965 89 156476 92 156988 93 157500 94 158011 95 158523 96 159034 98 159546 99 160058 99 160570 99 161082 99 161594 99 162106 100 162618 100 163130 100 163642 100 164154 100 164666 100 165178 100 165690 101 166201 103 166713 103 167225 103 167737 104 168249 104 168761 104 169273 105 169784 106 170296 107 170808 107 171319 108 171831 108 172343 109 172854 110 173366 110 173878 110 174390 110 174902 110 175414 110 175926 110 176439 109 176951 109 177464 108 177976 108 178488 107 179000 107 179512 107 180023 108 180535 108 181047 108 181559 108 182070 108 182582 108 183094 108 183606 108 184118 108 184630 108 185142 108 185655 107 186167 107 186680 105 187193 104 187705 104 188218 103 188730 103 189243 102 189756 101 190268 101 190781 100 191293 100 191805 99 192318 98 192830 97 193342 97 193855 95 194368 94 194880 94 195393 92 195905 92 196418 91 196930 90 197443 89 197957 86 198469 86 198982 84 199496 82 200009 81 200523 78 201036 77 201549 76 202062 75 202577 71 203091 69 203604 68 204117 66 204631 62 205144 59 205657 57 206170 54 206683 52 207195 50 207708 38 208221 32 208733 30 209246 25 209761 16
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,87958 2 88466 9 88977 11 89484 18 89993 23 90503 27 91014 29 91526 30 92037 31 92547 34 93058 35 93569 37 94081 37 94592 38 95103 40 95614 42 96125 43 96637 44 97148 45 97660 45 98171 46 98682 48 99194 48 99705 49 100217 50 100729 50 101240 19 101263 29 101752 52 102263 53 102774 54 103286 54 103797 55 104309 55 104820 56 105331 57 105843 57 106354 58 106866 59 107377 60 107889 60 108401 60 108913 60 109424 61 109936 61 110447 62 110958 63 111470 63 111982 63 112494 63 113006 63 113517 63 114029 63 114541 63 115053 62 115566 61 116078 60 116590 60 117102 60 117614 59 118127 58 118639 58 119151 58 119664 57 120176 56 120689 55 121201 55 121714 54 122226 54 122739 53 123252 53 123765 52 124277 52 124790 51 125303 49 125816 48 126328 48 126841 47 127353 47 127866 45 128378 44 128891 43 129404 41 129917 40 130430 38 130943 35 131457 32 131969 31 132482 29 132996 24 133511 17
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b,43402 1 43908 12 44412 21 44922 24 45433 26 45943 29 46454 31 46965 33 47476 35 47988 36 48499 39 49010 43 49522 46 50033 48 50545 48 51057 48 51569 48 52081 49 52593 49 53105 49 53617 50 54128 52 54640 52 55152 53 55664 53 56176 53 56688 53 57200 53 57712 54 58224 54 58737 53 59249 53 59761 53 60273 53 60786 51 61299 50 61812 49 62325 48 62838 47 63351 45 63864 43 64377 41 64890 39 65403 37 65916 35 66430 32 66946 26 67461 20 67975 11 67990 1 68489 6
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,37150 3 37403 9 37658 11 37913 12 38169 13 38424 15 38680 15 38935 16 39191 16 39447 16 39703 16 39959 16 40215 16 40471 16 40728 15 40984 14 41241 12 41497 12 41753 12 42011 9 42267 8
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,54862 9 55117 11 55371 14 55626 15 55881 17 56137 18 56392 19 56647 20 56903 20 57159 19 57414 20 57670 20 57926 19 58182 19 58438 19 58694 18 58950 17 59207 16 59463 14 59720 12 59978 7 60235 5
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,40018 9 40273 10 40528 12 40783 14 41039 14 41295 14 41550 15 41806 15 42061 16 42317 16 42573 16 42829 15 43085 14 43342 13 43599 11 43855 10 44113 6 44370 4
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,21099 6 21355 6 21609 10 21865 10 22121 10 22377 10 22633 10 22888 11 23144 11 23399 12 23655 12 23911 11 24167 10 24423 10 24679 10 24936 8 25193 6 25449 5
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,48785 7 49039 10 49294 12 49549 14 49805 14 50061 14 50316 15 50572 15 50828 15 51084 15 51340 14 51596 13 51853 12 52109 11 52365 10 52622 9 52879 6 53136 4
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,12995 4 13250 7 13504 11 13759 12 14015 12 14271 12 14527 12 14783 12 15039 12 15295 12 15551 12 15807 12 16063 12 16319 12 16575 12 16832 10 17089 8 17347 4
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,44258 3 44513 6 44765 11 45020 13 45274 15 45529 16 45785 16 46040 17 46295 18 46551 18 46807 18 47063 18 47319 18 47575 18 47831 17 48087 16 48343 15 48600 13 48857 10 49114 8
191b2b2205f2f5cc9da04702c5d422bc249faf8bca1107af792da63cccfba829,28659 4 28913 8 29168 9 29423 12 29678 13 29934 13 30189 14 30445 15 30701 15 30957 14 31213 14 31469 14 31726 13 31982 13 32239 12 32495 11 32751 10 33009 7 33266 5
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,3 8 521 12 1040 13 1559 14 2078 15 2596 16 3115 17 3634 17 4153 17 4672 17 5191 17 5711 15 6230 15 6749 15 7268 15 7787 13 8306 12 8826 9 9344 8 9864 6
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,19225 2 19739 9 20257 13 20775 14 21293 15 21812 16 22330 18 22849 19 23368 19 23877 6 23886 20 24395 30 24914 30 25433 29 25951 29 26470 27 26989 26 27508 25 28028 25 28549 5 28558 15 29078 14 29600 10 30116 7 30633 11 31151 14 31668 18 32188 19 32706 22 33225 24 33743 26 34262 27 34781 28 35299 30 35818 31 36335 33 36853 35 37371 37 37890 41 38409 43 38927 45 39447 46 39966 47 40485 48 41004 49 41523 50 42043 49 42561 51 43080 51 43599 52 44118 52 44637 7 44646 43 45167 42 45687 42 46208 41 46731 40 47251 48 47773 46 48300 39 48820 25 48846 12 49339 24 49370 6 49860 21 49890 4 50380 20 50410 2 50901 18 51422 16 51942 15 52461 14 52982 12 53502 11 54021 11 54541 11 55061 10 55582 7 56103 1
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,67476 2 67991 8 68510 9 69028 12 69547 12 70066 13 70585 13 71104 13 71623 13 72142 13 72661 13 73180 14 73197 2 73699 14 73714 4 74218 19 74737 20 75257 20 75776 20 76296 19 76817 17 77336 19 77855 20 78373 21 78892 22 79410 23 79929 24 80448 24 80967 24 81487 23 82006 23 82524 24 83043 24 83562 23
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,54521 2 55036 11 55553 15 56071 18 56589 22 57107 25 57625 28 58144 29 58663 30 59181 31 59700 32 60218 33 60737 34 61256 34 61775 33 62294 33 62813 33 63332 33 63851 32 64370 32 64889 32 65408 31 65928 30 66448 29 66967 29 67487 27 68007 25 68527 24 69047 22 69566 22 70085 22 70605 20 71124 19 71645 16 72165 14 72685 10
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,21 39 539 42 1058 42 1578 41 2097 41 2616 41 3135 41 3654 42 4173 42 4694 40 5213 41 5733 40 6252 40 6771 41 7291 40 7810 40 8329 40 8848 39 9367 39 9887 37 10406 37 10925 36 11445 33 11965 19 12485 16 13007 10 13529 5
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,73744 8 74257 18 74772 24 75289 28 75807 30 76325 32 76844 34 77362 36 77881 37 78400 38 78918 39 79439 37 79958 38 80477 38 80996 39 81512 42 82031 43 82552 41 83072 39 83592 37
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,53554 8 54070 13 54582 20 55099 23 55617 24 56135 25 56654 25 57172 26 57691 26 58210 26 58729 26 59247 26 59766 26 60286 25 60805 24 61300 11 61324 23 61818 16 61843 21 62337 18 62362 20 62856 20 62882 17 63374 22 63403 15 63891 25 63923 14 64409 27 64443 16 64928 28 64963 19 65446 30 65483 20 65965 31 66002 22 66485 31 66521 22 67005 58 67525 58 68044 60 68572 52 69091 61 69611 63 70132 63 70653 62 71178 58 71699 56 72220 55 72740 55 73260 55 73779 55 74298 55 74818 55 75337 55 75856 56 76376 55 76896 53 77416 51 77935 51 78455 49 78974 49 79494 47 80013 46 80533 45 81052 44 81571 44 82090 43 82609 42 83129 40 83650 36
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,55597 4 56114 7 56631 10 57150 10 57670 9 58189 9 58709 8 59231 3
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,68 14 586 18 1107 15 1628 10
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,42147 6 42665 8 43183 9 43702 10 44220 11 44737 13 45256 12 45774 14 46294 13 46814 12 47323 22 47841 22 48360 22 48880 21 49399 21 49918 21 50438 19 50958 18 51479 14 52003 7
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,63949 1 64467 3
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,145 27 659 33 1188 23 1714 15 2235 13 2755 12 3275 11 3794 12 4313 13 4832 14 5351 14 5871 13 6390 13 6909 13 7429 12 7948 12 8467 12 8987 11 9509 8 9993 6 10004 6 10029 8 10511 19 10548 9 11030 20 11067 11 11548 22 11585 12 12067 24 12104 12 12586 25 12623 12 13104 27 13142 11 13621 30 13660 12 14138 33 14178 12 14655 36 14696 13 15174 38 15215 12 15692 54 16211 53 16730 52 17249 51 17768 50 18287 50 18806 51 19325 51 19844 52 20363 52 20883 52 21402 52 21922 52 22440 53 22959 53 23479 52 23998 52 24517 52 25036 53 25556 52 26076 52 26595 52 27115 51 27634 51 28154 50 28673 50 29193 49 29712 48 30231 48 30751 46 31272 44 31791 44 32311 42 32830 42 33349 42 33869 40 34388 40 34906 40 35425 40 35943 40 36462 40 36980 40 37498 41 38017 40 38536 38 39055 36 39574 34 40093 33 40611 34 41131 33 41650 34 42169 34 42689 33 43208 33 43728 17 43747 13 44249 14 44269 10 44768 14 44789 9 45288 14 45308 10 45809 14 45828 10 46329 14 46349 10 46850 13 46869 12 47371 29 47892 28 48412 27 48932 26 49452 24 49972 23 50491 22 51012 9 51026 2 51534 1
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,57741 6 58259 8 58779 7
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,61925 2 62439 12 62957 14 63474 17 63992 19 64510 21 65028 22 65546 24 66065 25 66583 27 67102 27 67620 27 68139 27 68658 26 69177 26 69696 26 70215 25 70734 25 71253 25 71773 23 72292 23 72811 23 73330 23 73849 23 74368 22 74887 21 75406 22 75925 22 76444 23 76963 23 77481 25 78000 25 78519 25 79036 27 79555 27 80073 29 80592 28 81111 12 81127 10 81630 13 81647 3 82149 14 82668 13 83187 12 83709 5
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,19390 6 19908 8 20426 11 20945 12 21464 13 21983 15 22502 15 23022 15 23541 16 24060 16 24580 17 25100 16 25619 16 26139 16 26659 16 27179 16 27698 16 28217 17 28736 18 29253 20 29773 21 30289 25 30807 26 31325 28 31843 29 32362 30 32880 32 33399 32 33918 33 34436 34 34955 34 35474 34 35993 33 36512 33 37031 33 37550 32 38069 33 38588 35 39108 38 39627 40 40146 42 40666 42 41185 43 41705 43 42225 42 42753 33 43272 34 43791 34 44311 34 44830 35 45349 35 45869 34 46388 35 46908 34 47426 35 47946 34 48465 35 48979 40 49498 41 50016 43 50534 44 51051 46 51569 48 52087 48 52606 49 53124 49 53643 49 54162 49 54681 48 55200 48 55718 48 56237 47 56755 47 57274 46 57793 46 58312 45 58832 44 59350 45 59869 45 60388 44 60907 44 61427 43 61946 43 62465 45 62984 48 63503 50 64024 50 64543 51 65063 52 65582 52 66102 27 66132 22 66628 9 66652 22 67142 14 67170 23 67659 17 67689 23 68176 20 68207 25 68694 22 68726 25 69211 25 69245 25 69729 28 69763 26 70248 29 70282 26 70766 31 70800 26 71285 60 71804 59 72323 59 72842 58 73360 59 73878 60 74398 58 74918 57 75437 56 75956 55 76475 23 76499 31 76994 23 77018 31 77513 55 78032 55 78552 53 79069 54 79591 49 80110 48 80628 47 81146 46 81665 44 82179 47 82689 54 83207 51 83731 40
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,1241 3 1757 8 2276 9 2794 12 3313 13 3831 14 4348 16 4867 16 5385 18 5898 24 6415 27 6933 28 7453 28 7972 27 8491 27 9010 26 9529 26 10049 25 10569 22 11089 19 11608 18 12128 14 12649 11 13171 4
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,10109 4 10624 10 11124 3 11141 14 11638 16 11657 17 12156 38 12675 40 13194 41 13698 9 13713 42 14216 12 14232 43 14734 61 15252 63 15771 63 16291 62 16812 60 17332 58 17853 55 18374 52 18895 49 19415 46 19936 43 20457 40 20977 38 21497 36 22017 34 22537 32 23057 30 23578 27 24097 26 24617 24 25136 17 25157 2 25656 16 26176 14 26696 13 27216 12 27735 13 28254 13 28773 13 29293 12 29812 12 30331 12 30850 12 31369 12 31888 12 32408 11 32929 8 33449 5
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,38658 8 39173 14 39690 17 40208 19 40726 21 41245 23 41764 24 42283 24 42801 25 43320 26 43839 26 44358 27 44877 28 45396 28 45914 29 46433 29 46953 28 47471 29 47989 30 48508 30 49027 30 49547 29 50066 29 50585 29 51105 28 51623 29 52143 29 52661 30 53181 31 53701 32 54221 35 54742 35 55262 36 55783 35 56304 33 56824 33 57344 33 57862 35 58381 35 58899 36 59418 37 59937 37 60456 37 60975 37 61494 37 62013 38 62532 38 63051 38 63570 38 64089 38 64607 39 65126 38 65645 38 66164 38 66684 36 67203 36 67722 35 68241 34 68760 33 69280 32 69799 31 70319 29 70839 28 71358 27 71877 26 72395 27 72914 27 73432 27 73951 27 74470 26 74988 26 75506 26 76024 26 76542 25 77061 26 77579 27 78095 30 78611 33 79127 35 79644 38 80162 39 80679 12 80692 29 81196 13 81211 29 81715 12 81730 29 82233 13 82249 29 82750 13 82767 30 83269 12 83286 29 83790 9 83806 24
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,19478 6 19995 10 20015 7 20514 11 20533 12 21032 12 21051 16 21551 13 21570 19 22069 14 22089 20 22588 14 22608 21 23107 14 23128 21 23626 14 23647 22 24145 14 24166 23 24664 14 24686 24 25181 16 25205 28 25699 16 25724 29 26218 16 26244 28 26736 19 26762 29 27255 55 27775 55 28295 54 28815 53 29333 54 29852 54 30371 55 30890 55 31409 55 31928 56 32448 54 32967 55 33486 55 34007 52 34526 53 35046 51 35566 50 36086 48 36606 46 37126 45 37646 44 38167 41 38686 41 39206 39 39727 36 40248 31 40769 23 41291 16
